budget,genres,id,keywords,original_language,original_title,popularity,production_companies,production_countries,release_date,revenue,runtime,title,vote_average,vote_count,release_year,net_profit,roi
15000000,"[{""id"": 35, ""name"": ""Comedy""}]",9493,"[{""id"": 168196, ""name"": ""perfection""}, {""id"": 168200, ""name"": ""delivery""}, {""id"": 168202, ""name"": ""low intelligence""}, {""id"": 168210, ""name"": ""jet engine""}, {""id"": 168211, ""name"": ""twins separated at birth""}, {""id"": 168213, ""name"": ""artist colony""}, {""id"": 168216, ""name"": ""same habits""}, {""id"": 168219, ""name"": ""biological experiment""}, {""id"": 168220, ""name"": ""opposites""}, {""id"": 168222, ""name"": ""catholic orphanage""}]",en,Twins,17.638286,"[{""name"": ""Universal Pictures"", ""id"": 33}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1988-12-09,216614388,107,Twins,5.7,559,1988,201614388,1344.1
15000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",22556,"[{""id"": 10183, ""name"": ""independent film""}]",en,The Yellow Handkerchief,3.803495,"[{""name"": ""area japan"", ""id"": 6536}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-12-17,317000,102,The Yellow Handkerchief,6.4,52,2008,-14683000,-97.89
15000000,"[{""id"": 18, ""name"": ""Drama""}]",873,"[{""id"": 378, ""name"": ""prison""}, {""id"": 409, ""name"": ""africa""}, {""id"": 531, ""name"": ""southern usa""}, {""id"": 570, ""name"": ""rape""}, {""id"": 577, ""name"": ""black people""}, {""id"": 1156, ""name"": ""sister sister relationship""}, {""id"": 1416, ""name"": ""jazz""}, {""id"": 2299, ""name"": ""violent father""}, {""id"": 2320, ""name"": ""violent husband""}, {""id"": 2386, ""name"": ""empowerment""}, {""id"": 2393, ""name"": ""adoption""}, {""id"": 3017, ""name"": ""jazz musician""}, {""id"": 3344, ""name"": ""letter""}, {""id"": 33841, ""name"": ""incest""}]",en,The Color Purple,17.571533,"[{""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""The Guber-Peters Company"", ""id"": 4357}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1985-12-18,146292009,154,The Color Purple,7.7,338,1985,131292009,875.28
16000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",33196,"[{""id"": 720, ""name"": ""helicopter""}, {""id"": 966, ""name"": ""beach""}, {""id"": 1872, ""name"": ""loss of father""}, {""id"": 2581, ""name"": ""giant wave""}, {""id"": 6941, ""name"": ""tsunami""}, {""id"": 10235, ""name"": ""family relationships""}, {""id"": 10586, ""name"": ""korea""}, {""id"": 10617, ""name"": ""disaster""}, {""id"": 11732, ""name"": ""cigarette smoking""}, {""id"": 14708, ""name"": ""tears""}, {""id"": 33479, ""name"": ""single father""}, {""id"": 156924, ""name"": ""tearjerker""}, {""id"": 173325, ""name"": ""stuck in elevator""}, {""id"": 181012, ""name"": ""tidal wave""}, {""id"": 189411, ""name"": ""disaster film""}]",ko,해운대,4.628525,"[{""name"": ""Polygon Entertainment"", ""id"": 5716}, {""name"": ""CJ Entertainment"", ""id"": 7036}, {""name"": ""Doosabu Film"", ""id"": 12621}]","[{""iso_3166_1"": ""KR"", ""name"": ""South Korea""}]",2009-06-06,11301649,120,Tidal Wave,6.5,48,2009,-4698351,-29.36
14000000,"[{""id"": 36, ""name"": ""History""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]",205596,"[{""id"": 237, ""name"": ""gay""}, {""id"": 392, ""name"": ""england""}, {""id"": 1956, ""name"": ""world war ii""}, {""id"": 2303, ""name"": ""mathematician""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 208394, ""name"": ""logician""}, {""id"": 208395, ""name"": ""cryptography""}]",en,The Imitation Game,145.364591,"[{""name"": ""Black Bear Pictures"", ""id"": 22146}, {""name"": ""Bristol Automotive"", ""id"": 38145}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2014-11-14,233555708,113,The Imitation Game,8.0,5723,2014,219555708,1568.26
15000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",16769,"[{""id"": 727, ""name"": ""country music""}, {""id"": 5248, ""name"": ""female friendship""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 164717, ""name"": ""loretta lynn""}, {""id"": 164724, ""name"": ""washington state""}, {""id"": 164730, ""name"": ""still""}, {""id"": 164731, ""name"": ""grand ole opry""}, {""id"": 164734, ""name"": ""nashville tennessee""}, {""id"": 164736, ""name"": ""honkytonk""}, {""id"": 164738, ""name"": ""coal""}, {""id"": 164742, ""name"": ""coal mining""}, {""id"": 164745, ""name"": ""journey shown on map""}]",en,Coal Miner's Daughter,3.826685,"[{""name"": ""Universal Pictures"", ""id"": 33}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1980-03-07,67182787,125,Coal Miner's Daughter,7.2,67,1980,52182787,347.89
15000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",33217,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 10683, ""name"": ""coming of age""}, {""id"": 11336, ""name"": ""young boy""}, {""id"": 11687, ""name"": ""breaking the fourth wall""}, {""id"": 13035, ""name"": ""middle school""}, {""id"": 15402, ""name"": ""popularity""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 209220, ""name"": ""live action and animation""}, {""id"": 210351, ""name"": ""friendship drama""}, {""id"": 224637, ""name"": ""line drawing""}]",en,Diary of a Wimpy Kid,21.095489,"[{""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Color Force"", ""id"": 5420}, {""name"": ""Dayday Films"", ""id"": 8569}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-03-19,75700498,92,Diary of a Wimpy Kid,5.9,355,2010,60700498,404.67
15000000,"[{""id"": 27, ""name"": ""Horror""}]",132232,"[{""id"": 185408, ""name"": ""supernatural horror""}]",en,Mama,47.455148,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Toma 78"", ""id"": 10677}, {""name"": ""De Milo"", ""id"": 10678}]","[{""iso_3166_1"": ""ES"", ""name"": ""Spain""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",2013-01-17,146497771,100,Mama,6.0,1401,2013,131497771,876.65
15000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10749, ""name"": ""Romance""}]",11153,"[{""id"": 279, ""name"": ""usa""}, {""id"": 5493, ""name"": ""relatives""}, {""id"": 14724, ""name"": ""family vacation""}, {""id"": 33694, ""name"": ""family holiday""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,National Lampoon's Vacation,22.838834,"[{""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1983-07-28,61399552,98,National Lampoon's Vacation,7.1,410,1983,46399552,309.33
15000000,"[{""id"": 35, ""name"": ""Comedy""}]",208134,"[{""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,Jackass Presents: Bad Grandpa,27.165222,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""MTV Films"", ""id"": 746}, {""name"": ""Dickhouse Productions"", ""id"": 6328}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-10-22,151831537,92,Bad Grandpa,6.0,680,2013,136831537,912.21
15000000,"[{""id"": 18, ""name"": ""Drama""}]",1165,"[{""id"": 213, ""name"": ""upper class""}, {""id"": 936, ""name"": ""loss of mother""}, {""id"": 1025, ""name"": ""great britain""}, {""id"": 1647, ""name"": ""sadness""}, {""id"": 2011, ""name"": ""queen""}, {""id"": 2471, ""name"": ""monarchy""}, {""id"": 2560, ""name"": ""paparazzi""}, {""id"": 2569, ""name"": ""prime minister""}, {""id"": 2623, ""name"": ""headline""}, {""id"": 3089, ""name"": ""oscar award""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 4308, ""name"": ""queen elisabeth ii""}, {""id"": 4831, ""name"": ""prince charles""}, {""id"": 4832, ""name"": ""buckingham palace""}, {""id"": 4833, ""name"": ""royal family""}, {""id"": 4835, ""name"": ""lady diana spencer""}]",en,The Queen,19.113278,"[{""name"": ""BIM Distribuzione"", ""id"": 225}, {""name"": ""Granada Film Productions"", ""id"": 247}, {""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""Path\u00e9 Renn Productions"", ""id"": 866}, {""name"": ""Path\u00e9 Pictures International"", ""id"": 1178}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Future Films"", ""id"": 10843}, {""name"": ""France 3 Cinema"", ""id"": 16804}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-09-15,123384128,103,The Queen,6.8,338,2006,108384128,722.56
15000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}]",4011,"[{""id"": 3065, ""name"": ""minister""}, {""id"": 3891, ""name"": ""giant snake""}, {""id"": 4062, ""name"": ""skeleton""}, {""id"": 5941, ""name"": ""calypso""}, {""id"": 6022, ""name"": ""arts""}, {""id"": 6155, ""name"": ""afterlife""}, {""id"": 7925, ""name"": ""child bride""}, {""id"": 9712, ""name"": ""possession""}, {""id"": 9887, ""name"": ""surrealism""}, {""id"": 10809, ""name"": ""teenage girl""}, {""id"": 162846, ""name"": ""ghost""}]",en,Beetlejuice,58.553213,"[{""name"": ""Geffen Company, The"", ""id"": 4354}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1988-02-29,73326666,92,Beetlejuice,7.1,1444,1988,58326666,388.84
15000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",17202,[],en,Why Did I Get Married?,2.005111,"[{""name"": ""Lions Gate Films"", ""id"": 35}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-10-12,55184721,113,Why Did I Get Married?,6.1,33,2007,40184721,267.9
17000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",65086,"[{""id"": 212, ""name"": ""london england""}, {""id"": 1328, ""name"": ""secret""}, {""id"": 9714, ""name"": ""remake""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 10909, ""name"": ""lawyer""}, {""id"": 13094, ""name"": ""photograph""}, {""id"": 15032, ""name"": ""gothic horror""}, {""id"": 155730, ""name"": ""hammer horror""}, {""id"": 155881, ""name"": ""estate""}, {""id"": 162846, ""name"": ""ghost""}, {""id"": 188989, ""name"": ""supernatural power""}]",en,The Woman in Black,43.675191,"[{""name"": ""Hammer Film Productions"", ""id"": 1314}, {""name"": ""UK Film Council"", ""id"": 2452}, {""name"": ""Alliance Films"", ""id"": 2514}, {""name"": ""Film i V\u00e4st"", ""id"": 6417}, {""name"": ""Talisman Productions"", ""id"": 8989}, {""name"": ""Cross Creek Pictures"", ""id"": 10246}, {""name"": ""Exclusive Media Group"", ""id"": 11448}, {""name"": ""Filmgate Films"", ""id"": 18230}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""SE"", ""name"": ""Sweden""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2012-02-01,127730736,95,The Woman in Black,6.1,1206,2012,110730736,651.36
15000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",10053,"[{""id"": 2604, ""name"": ""babysitter""}, {""id"": 4959, ""name"": ""death of a friend""}, {""id"": 15127, ""name"": ""killer""}, {""id"": 198141, ""name"": ""strange person""}, {""id"": 199600, ""name"": ""call""}]",en,When a Stranger Calls,4.688212,"[{""name"": ""Davis Entertainment"", ""id"": 1302}, {""name"": ""Screen Gems"", ""id"": 3287}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-02-03,66966987,87,When a Stranger Calls,5.4,268,2006,51966987,346.45
15000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",11870,"[{""id"": 776, ""name"": ""screenplay""}, {""id"": 887, ""name"": ""film producer""}, {""id"": 3796, ""name"": ""auto""}, {""id"": 6145, ""name"": ""right and justice""}, {""id"": 9468, ""name"": ""liar""}, {""id"": 170487, ""name"": ""essay""}, {""id"": 171067, ""name"": ""intellectual property""}]",en,Big Fat Liar,9.125594,"[{""name"": ""Universal Pictures"", ""id"": 33}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-02-08,52970014,88,Big Fat Liar,5.6,197,2002,37970014,253.13
15000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",11778,"[{""id"": 422, ""name"": ""vietnam veteran""}, {""id"": 904, ""name"": ""pennsylvania""}, {""id"": 2956, ""name"": ""vietnam""}, {""id"": 8508, ""name"": ""party""}, {""id"": 10685, ""name"": ""escape""}, {""id"": 225061, ""name"": ""friend""}, {""id"": 228755, ""name"": ""viet cong""}, {""id"": 228756, ""name"": ""pittsburgh steelers""}]",en,The Deer Hunter,19.786392,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""EMI Films Ltd."", ""id"": 538}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1978-12-08,50000000,183,The Deer Hunter,7.8,921,1978,35000000,233.33
15000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",586,"[{""id"": 521, ""name"": ""washington d.c.""}, {""id"": 570, ""name"": ""rape""}, {""id"": 591, ""name"": ""cia""}, {""id"": 840, ""name"": ""usa president""}, {""id"": 1543, ""name"": ""war veteran""}, {""id"": 2419, ""name"": ""staging""}, {""id"": 2559, ""name"": ""film maker""}, {""id"": 2941, ""name"": ""albania""}, {""id"": 2943, ""name"": ""sex scandal""}, {""id"": 2944, ""name"": ""senator""}, {""id"": 2946, ""name"": ""presidential election""}, {""id"": 2952, ""name"": ""gulf war""}, {""id"": 2953, ""name"": ""media adviser""}, {""id"": 2954, ""name"": ""manipulation of the media""}, {""id"": 6085, ""name"": ""election campaign""}, {""id"": 6086, ""name"": ""government""}, {""id"": 6091, ""name"": ""war""}, {""id"": 13065, ""name"": ""soldier""}, {""id"": 34094, ""name"": ""extramarital affair""}]",en,Wag the Dog,13.581966,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Tribeca Productions"", ""id"": 11391}, {""name"": ""Baltimore Pictures"", ""id"": 11407}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-12-25,64256513,97,Wag the Dog,6.7,270,1997,49256513,328.38
17000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]",18736,[],en,The Lizzie McGuire Movie,11.927667,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Teen Life Productions"", ""id"": 89603}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-04-25,55534455,94,The Lizzie McGuire Movie,5.7,280,2003,38534455,226.67
35000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",134411,"[{""id"": 494, ""name"": ""father son relationship""}, {""id"": 9672, ""name"": ""based on true story""}]",en,Snitch,30.556135,"[{""name"": ""Front Street Productions"", ""id"": 1450}, {""name"": ""Participant Media"", ""id"": 6735}, {""name"": ""Imagenation Abu Dhabi FZ"", ""id"": 6736}, {""name"": ""Exclusive Media Group"", ""id"": 11448}, {""name"": ""Spitfire Pictures"", ""id"": 14739}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""AE"", ""name"": ""United Arab Emirates""}]",2013-02-21,42930462,112,Snitch,5.8,1138,2013,7930462,22.66
15000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]",287903,"[{""id"": 657, ""name"": ""fire""}, {""id"": 1442, ""name"": ""winter""}, {""id"": 1991, ""name"": ""santa claus""}, {""id"": 3373, ""name"": ""snow storm""}, {""id"": 5570, ""name"": ""christmas tree""}, {""id"": 10794, ""name"": ""snow""}, {""id"": 11183, ""name"": ""fireplace""}, {""id"": 14755, ""name"": ""power outage""}, {""id"": 14796, ""name"": ""destruction""}, {""id"": 15001, ""name"": ""demon""}, {""id"": 15147, ""name"": ""german accent""}, {""id"": 18035, ""name"": ""family""}, {""id"": 156783, ""name"": ""blizzard""}, {""id"": 187844, ""name"": ""flashback""}, {""id"": 207317, ""name"": ""christmas""}, {""id"": 215571, ""name"": ""bad kids""}, {""id"": 215572, ""name"": ""krampus""}]",en,Krampus,31.565117,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Legendary Pictures"", ""id"": 923}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-11-26,61548707,98,Krampus,5.9,584,2015,46548707,310.32
15000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}]",9276,"[{""id"": 579, ""name"": ""american football""}, {""id"": 6270, ""name"": ""high school""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 10508, ""name"": ""teacher""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 14964, ""name"": ""drug""}, {""id"": 15250, ""name"": ""alien infection""}, {""id"": 161891, ""name"": ""doppelganger""}, {""id"": 206364, ""name"": ""anti authority""}, {""id"": 231149, ""name"": ""mob""}, {""id"": 233296, ""name"": ""students""}, {""id"": 236892, ""name"": ""groupthink""}]",en,The Faculty,21.535126,"[{""name"": ""Dimension Films"", ""id"": 7405}, {""name"": ""Los Hooligans Productions"", ""id"": 11705}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998-12-25,40283321,104,The Faculty,6.2,492,1998,25283321,168.56
15000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",2142,"[{""id"": 417, ""name"": ""corruption""}, {""id"": 586, ""name"": ""new jersey""}, {""id"": 772, ""name"": ""handcuffs""}, {""id"": 1812, ""name"": ""fbi""}, {""id"": 3450, ""name"": ""bridge""}, {""id"": 6149, ""name"": ""police""}, {""id"": 9786, ""name"": ""burned alive""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 9844, ""name"": ""car crash""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 10978, ""name"": ""bad cop""}, {""id"": 11363, ""name"": ""arson""}, {""id"": 11719, ""name"": ""dirty cop""}, {""id"": 11730, ""name"": ""internal affairs""}, {""id"": 13063, ""name"": ""car accident""}, {""id"": 14512, ""name"": ""new york city""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 156022, ""name"": ""nypd""}, {""id"": 161306, ""name"": ""world trade center""}, {""id"": 182069, ""name"": ""jumping off a bridge""}, {""id"": 226376, ""name"": ""corrupt cop""}]",en,Cop Land,19.284129,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Across the River Productions"", ""id"": 978}, {""name"": ""Woods Entertainment"", ""id"": 979}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-08-15,44862187,104,Cop Land,6.6,382,1997,29862187,199.08
16000000,"[{""id"": 35, ""name"": ""Comedy""}]",11397,"[{""id"": 240, ""name"": ""underdog""}, {""id"": 2283, ""name"": ""ball""}, {""id"": 5091, ""name"": ""kiss""}, {""id"": 6270, ""name"": ""high school""}, {""id"": 6275, ""name"": ""school party""}, {""id"": 9755, ""name"": ""parody""}, {""id"": 9986, ""name"": ""crush""}, {""id"": 10791, ""name"": ""teenage crush""}, {""id"": 166229, ""name"": ""prom queen""}, {""id"": 167310, ""name"": ""sitting on a toilet""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,Not Another Teen Movie,23.423082,"[{""name"": ""Original Film"", ""id"": 333}, {""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Neal H. Moritz Productions"", ""id"": 2882}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-12-07,66468332,89,Not Another Teen Movie,5.5,431,2001,50468332,315.43
7000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",77016,"[{""id"": 12670, ""name"": ""los angeles""}, {""id"": 188112, ""name"": ""bullet proof vest""}, {""id"": 188114, ""name"": ""u.s. marine""}, {""id"": 188124, ""name"": ""medal of valor""}, {""id"": 188127, ""name"": ""police sergeant""}, {""id"": 188133, ""name"": ""felon""}, {""id"": 188134, ""name"": ""golden gun""}]",en,End of Watch,49.517264,"[{""name"": ""Emmett/Furla Films"", ""id"": 10405}, {""name"": ""Exclusive Media Group"", ""id"": 11448}, {""name"": ""Hedge Fund Film Partners"", ""id"": 11449}, {""name"": ""Crave Films"", ""id"": 16312}, {""name"": ""Knightsbridge Entertainment"", ""id"": 46961}, {""name"": ""Le Grisbi Productions"", ""id"": 47169}, {""name"": ""5150 Action"", ""id"": 47354}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-09-20,48126384,109,End of Watch,7.2,1170,2012,41126384,587.52
15000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",11478,"[{""id"": 736, ""name"": ""journalist""}, {""id"": 2908, ""name"": ""secret society""}, {""id"": 4735, ""name"": ""pizza""}, {""id"": 10329, ""name"": ""wealth""}, {""id"": 10669, ""name"": ""pay phone""}, {""id"": 15219, ""name"": ""rooftop""}, {""id"": 155793, ""name"": ""attempted suicide""}, {""id"": 157632, ""name"": ""fraternity""}, {""id"": 161837, ""name"": ""foot race""}, {""id"": 171083, ""name"": ""ivy league""}, {""id"": 171095, ""name"": ""u.s. senator""}, {""id"": 171100, ""name"": ""dining hall""}]",en,The Skulls,11.375032,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Original Film"", ""id"": 333}, {""name"": ""Newmarket Capital Group"", ""id"": 506}, {""name"": ""Cranium Films"", ""id"": 11482}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-03-31,35007180,106,The Skulls,5.8,156,2000,20007180,133.38
15000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",266856,"[{""id"": 1157, ""name"": ""wife husband relationship""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 8012, ""name"": ""physicist""}, {""id"": 14641, ""name"": ""based on memoir""}, {""id"": 190947, ""name"": ""stephen hawking""}, {""id"": 196751, ""name"": ""fictionalized biography""}, {""id"": 209063, ""name"": ""motor neuron disease""}, {""id"": 229893, ""name"": ""als""}]",en,The Theory of Everything,61.182331,"[{""name"": ""Working Title Films"", ""id"": 10163}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2014-11-26,123726688,123,The Theory of Everything,7.8,3311,2014,108726688,724.84
15000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",10564,"[{""id"": 387, ""name"": ""california""}, {""id"": 1009, ""name"": ""baby""}, {""id"": 1545, ""name"": ""supermarket""}, {""id"": 2493, ""name"": ""oklahoma""}, {""id"": 3725, ""name"": ""pregnancy and birth""}, {""id"": 5808, ""name"": ""pregnant minor""}, {""id"": 6223, ""name"": ""change""}, {""id"": 6335, ""name"": ""tennessee""}, {""id"": 8650, ""name"": ""unwillingly pregnant""}, {""id"": 173186, ""name"": ""teenage pregnancy""}, {""id"": 208476, ""name"": ""starting over""}]",en,Where the Heart Is,6.857923,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Wind Dancer Films"", ""id"": 32803}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-04-27,33771174,120,Where the Heart Is,6.9,155,2000,18771174,125.14
15000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",947,"[{""id"": 487, ""name"": ""cairo""}, {""id"": 1975, ""name"": ""arabian""}, {""id"": 2504, ""name"": ""world war i""}, {""id"": 2673, ""name"": ""horse""}, {""id"": 3575, ""name"": ""jerusalem""}, {""id"": 4100, ""name"": ""british army""}, {""id"": 4107, ""name"": ""british empire""}, {""id"": 4535, ""name"": ""damascus""}, {""id"": 4717, ""name"": ""camel""}, {""id"": 6091, ""name"": ""war""}, {""id"": 18034, ""name"": ""desert""}, {""id"": 173259, ""name"": ""arab""}, {""id"": 214410, ""name"": ""ottoman empire""}]",en,Lawrence of Arabia,41.286336,"[{""name"": ""Horizon Pictures (II)"", ""id"": 11356}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",1962-12-10,69995385,216,Lawrence of Arabia,7.8,851,1962,54995385,366.64
15000000,"[{""id"": 27, ""name"": ""Horror""}]",24150,"[{""id"": 428, ""name"": ""nurse""}, {""id"": 1366, ""name"": ""shotgun""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 2726, ""name"": ""therapist""}, {""id"": 3096, ""name"": ""book""}, {""id"": 3335, ""name"": ""halloween""}, {""id"": 3875, ""name"": ""barn""}, {""id"": 4959, ""name"": ""death of a friend""}, {""id"": 6255, ""name"": ""insanity""}, {""id"": 9791, ""name"": ""number in title""}, {""id"": 10022, ""name"": ""rampage""}, {""id"": 10448, ""name"": ""purgatory""}, {""id"": 11612, ""name"": ""hospital""}, {""id"": 11855, ""name"": ""pentagram""}, {""id"": 11856, ""name"": ""overturning car""}, {""id"": 11857, ""name"": ""mental institution""}, {""id"": 11858, ""name"": ""red""}, {""id"": 13112, ""name"": ""murderer""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 173293, ""name"": ""white horse""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 179565, ""name"": ""michael myers""}, {""id"": 232819, ""name"": ""phantom jam""}]",en,Halloween II,12.929525,"[{""name"": ""Dimension Films"", ""id"": 7405}, {""name"": ""Spectacle Entertainment Group"", ""id"": 10370}, {""name"": ""Trancas International Films"", ""id"": 15822}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-08-28,39421467,105,Halloween II,5.1,267,2009,24421467,162.81
15000000,"[{""id"": 18, ""name"": ""Drama""}]",228970,"[{""id"": 4414, ""name"": ""adventure""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 5827, ""name"": ""hiking""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 197528, ""name"": ""traveller""}]",en,Wild,42.952942,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Pacific Standard"", ""id"": 15829}, {""name"": ""bob industries"", ""id"": 93542}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-12-05,52501541,115,Wild,7.0,951,2014,37501541,250.01
